uuid,Members,Answers,Fully specified name:en,Fully specified name:pt,Short name:en,Short name:pt,Description:en,Description:pt,Data class,Data type,Units,Normal high,Normal low,_version:1,_order:1002
b502ed88-924f-11e9-bc42-526af7764f64,,,Apss_Psychosocial_factors_Lost_Forgot_Shared_drugs,Apss_Psychosocial_factors_Lost_Forgot_Shared_drugs,L- Lost/Forgot/Shared drugs,L- Perdeu/Esqueceu/Partilhou comprimidos,,,Misc,N/A,,,,,
b502eeb4-924f-11e9-bc42-526af7764f64,,,Apss_Psychosocial_factors_Signs_depression_anxiety,Apss_Psychosocial_factors_Signs_depression_anxiety,H- Signs of depression/anxiety,H- Sinais de depressão/ansiedade,,,Misc,N/A,,,,,
b502efd6-924f-11e9-bc42-526af7764f64,,,Apss_Psychosocial_factors_Stigma_Discrimination,Apss_Psychosocial_factors_Stigma_Discrimination,M- Stigma/Discrimination,M- Estigma/Discriminação,,,Misc,N/A,,,,,
b502f0f8-924f-11e9-bc42-526af7764f64,,,Apss_Psychosocial_factors_Toxicity_Fear_of_side_effects,Apss_Psychosocial_factors_Toxicity_Fear_of_side_effects,J- Toxicity/Fear of side effects,J- Toxicidade/Medo de efeitos secundários,,,Misc,N/A,,,,,
b502f21a-924f-11e9-bc42-526af7764f64,,,Apss_Psychosocial_factors_Transport_Issues,Apss_Psychosocial_factors_Transport_Issues,N- Transport Issues,N- Problemas de transporte,,,Misc,N/A,,,,,
b502f5a8-924f-11e9-bc42-526af7764f64,,,Apss_Psychosocial_factors_Other_add_field_specify,Apss_Psychosocial_factors_Other_add_field_specify,"Other, add a field to specify","Outro, com um espaço para especificar",,,Misc,N/A,,,,,
b502f6e8-924f-11e9-bc42-526af7764f64,,Apss_Psychosocial_factors_Denial_of_positive_result;Apss_Psychosocial_factors_Feels_too_sick_ill;Apss_Psychosocial_factors_I_don_believe_ARV;Apss_Psychosocial_factors_It_lot_drugs;Apss_Psychosocial_factors_Feels_better;Apss_Psychosocial_factors_Lack_of_food;Apss_Psychosocial_factors_Lack_of_family_support;Apss_Psychosocial_factors_Signs_depression_anxiety;Apss_Psychosocial_factors_Hard_disclose_to_partner_family;Apss_Psychosocial_factors_Toxicity_Fear_of_side_effects;Apss_Psychosocial_factors_Lost_Forgot_Shared_drugs;Apss_Psychosocial_factors_Stigma_Discrimination;Apss_Psychosocial_factors_Transport_Issues;Apss_Psychosocial_factors_Gender_Based_Violence;Apss_Psychosocial_factors_Cultural_Religious_Traditional_Aspects;Apss_Psychosocial_factors_Alcohol_Drug_Abuse;Apss_Psychosocial_factors_Other_add_field_specify;,Apss_Psychosocial_factors_Reasons,Apss_Psychosocial_factors_Reasons,Psychosocial Factors Affecting Adherence,Factores Psico-sociais que afectam a adesão,,,Misc,Coded,,,,,
b502d582-924f-11e9-bc42-526af7764f64,,,Apss_Pre_TARV_counselling_comments,Apss_Pre_TARV_counselling_comments,Comments,Comentário,,,Misc,Text,,,,,
b502d6c2-924f-11e9-bc42-526af7764f64,,,Apss_Psychosocial_factors_affecting_adherence_Yes,Apss_Psychosocial_factors_affecting_adherence_Yes,Yes,Sim,,,Misc,N/A,,,,,
b502d7e4-924f-11e9-bc42-526af7764f64,,,Apss_Psychosocial_factors_affecting_adherence_No,Apss_Psychosocial_factors_affecting_adherence_No,No,Não,,,Misc,N/A,,,,,
b502d91a-924f-11e9-bc42-526af7764f64,,Apss_Psychosocial_factors_affecting_adherence_Yes;Apss_Psychosocial_factors_affecting_adherence_No,Apss_Psychosocial_factors_affecting_adherence,Apss_Psychosocial_factors_affecting_adherence,Psychosocial factors affecting adherence,Factores Psicossociais que afectam a adesão,,,Misc,Coded,,,,,
b502f832-924f-11e9-bc42-526af7764f64,,,Apss_Psychosocial_factors_Details_apss_section_I,Apss_Psychosocial_factors_Details_apss_section_I,Details,Detalhes,,,Misc,Text,,,,,
442a1c66-3a76-4f14-8c16-44736e355cdf,Apss_Disclosure_Diagnosis_results_child_adolescent;Apss_Pre_TARV_counselling;Apss_Pre_TARV_counselling_comments;Apss_Psychosocial_factors_Reasons;Apss_Psychosocial_factors_Details_apss_section_I;,,Apss_Section_I_form,Apss_Section_I_form,APSS Section I,APSS Secção I,,,Misc,N/A,,,,,
