uuid,Members,Answers,Fully specified name:pt_BR,Fully specified name:en,Short name:pt_BR,Short name:en,Data class,Data type,_version:1,_order:100
eb1ce989-e618-4d43-ad92-06ecb77482be,,,Homoine,Homoine,Homoine,Homoine,Misc,N/A,,
e9215f3c-a50c-43f7-a9d1-054a8a224554,,,Ibo,Ibo,Ibo,Ibo,Misc,N/A,,
d78b2193-a25e-4bfe-8a12-feba71760554,,,Ile,Ile,Ile,Ile,Misc,N/A,,
41e0c8f3-b145-47d2-ab40-8c041fc9c581,,,Ilha De Moçambique,Ilha De Moçambique,Ilha De Moçambique,Ilha De Moçambique,Misc,N/A,,
b7131814-f81b-478c-a33a-008f648e3e7c,,,Inhambane Cidade District,Inhambane Cidade District,Inhambane Cidade,Inhambane Cidade,Misc,N/A,,
3fd3434d-c5b3-4ad4-bb9e-928a3d0210dc,,,Inharrime,Inharrime,Inharrime,Inharrime,Misc,N/A,,
94bb1db8-9c57-47f0-bc9d-f7f1e0eeb6b2,,,Inhassoro,Inhassoro,Inhassoro,Inhassoro,Misc,N/A,,
ba6136f3-9672-48b8-a513-1a6b0ee5d365,,,Inhassunge,Inhassunge,Inhassunge,Inhassunge,Misc,N/A,,
62b02987-ecf0-4435-a351-e5221d47e646,,,Itepele,Itepele,Itepele,Itepele,Misc,N/A,,
cd9f51be-3dfb-4674-b262-09fa74121937,,,Jangamo,Jangamo,Jangamo,Jangamo,Misc,N/A,,
cf7f95d5-c07b-4d45-90a2-2c14c29207ae,,,Lalaua,Lalaua,Lalaua,Lalaua,Misc,N/A,,
b766388e-1a94-4cd6-8612-c54296e0e44c,,,Lione,Lione,Lione,Lione,Misc,N/A,,
8ea625da-b87c-4e61-a879-92350a198dfb,,,Lugela,Lugela,Lugela,Lugela,Misc,N/A,,
4f113064-ea9e-4851-944b-ca9dae83f979,,,Lunho,Lunho,Lunho,Lunho,Misc,N/A,,
89c62922-3cd6-4e9d-9184-c73343dc5ecb,,,Lurio District,Lurio District,Lurio,Lurio,Misc,N/A,,
5583a830-e190-42df-9201-cde5ba3cc54b,,,Lussimbessi,Lussimbessi,Lussimbessi,Lussimbessi,Misc,N/A,,
fbba9196-d28b-463b-9fb6-34a312f33d13,,,Mabalane,Mabalane,Mabalane,Mabalane,Misc,N/A,,
afe9d2eb-ef35-4739-9606-f5f0cbd2c55e,,,Mabote,Mabote,Mabote,Mabote,Misc,N/A,,
99d80830-ca82-41b7-a188-c69ad13ec379,,,Macaloge,Macaloge,Macaloge,Macaloge,Misc,N/A,,
c0a6cc63-fd96-422e-8aca-e42a5b12f8e7,,,Macanga,Macanga,Macanga,Macanga,Misc,N/A,,
c962d794-f838-46b5-9af8-4e589aed078f,,,Machanga,Machanga,Machanga,Machanga,Misc,N/A,,
646716bc-57a7-465c-a18d-2d7e4f2f4473,,,Machaze,Machaze,Machaze,Machaze,Misc,N/A,,
1bc77985-800b-471c-a6d7-c62f47b3af8a,,,Macomia,Macomia,Macomia,Macomia,Misc,N/A,,
2a86ccda-d54f-4b46-9458-51e3ccc885c3,,,Macossa,Macossa,Macossa,Macossa,Misc,N/A,,
b1e3ccec-5964-4531-93f2-dd6d927bf846,,,Maganja Da Costa,Maganja Da Costa,Maganja Da Costa,Maganja Da Costa,Misc,N/A,,
b91baf90-2ada-4ea4-8c0e-ecc57d4a752c,,,Magoe,Magoe,Magoe,Magoe,Misc,N/A,,
84d6a87e-66b4-4909-a07f-91f6ec8a9b71,,,Magude,Magude,Magude,Magude,Misc,N/A,,
779269bd-fc4d-4f6d-8b44-1a41b480d7e7,,,Malanga District,Malanga District,Malanga,Malanga,Misc,N/A,,
40727fd5-3db7-40bf-9ab4-7e7953765700,,,Malema District,Malema District,Malema,Malema,Misc,N/A,,
66857a80-3ff5-4994-b8c0-f05edd0de57d,,,Mandimba Sede,Mandimba Sede,Mandimba Sede,Mandimba Sede,Misc,N/A,,
035b3a71-1d2e-449d-945d-1062974ff2b4,,,Mandlacazi,Mandlacazi,Mandlacazi,Mandlacazi,Misc,N/A,,
b7a72676-7579-4a89-8c2a-7ac0ce66add5,,,Manhiça District,Manhiça District,Manhiça,Manhiça,Misc,N/A,,
1a6d023a-1c73-4fa5-8440-c26c2e85a9a5,,,Maniamba,Maniamba,Maniamba,Maniamba,Misc,N/A,,
a0411150-64e0-4e3a-9313-374f6eacc44f,,,Manica District,Manica District,Manica,Manica,Misc,N/A,,
3f35096f-6bae-4468-a017-7b8d6bab161a,,,Marangira,Marangira,Marangira,Marangira,Misc,N/A,,
27592942-48ec-4944-95a6-1bf72e76fd42,,,Maravia,Maravia,Maravia,Maravia,Misc,N/A,,
d5f5e709-ee4b-42f7-908e-4acfb3ee6fff,,,Maringue,Maringue,Maringue,Maringue,Misc,N/A,,
e8b602ed-f232-43e4-8b06-08efa846c2a0,,,Marracuene,Marracuene,Marracuene,Marracuene,Misc,N/A,,
fec90733-d757-4142-bfa7-197e09b7cec8,,,Marromeu,Marromeu,Marromeu,Marromeu,Misc,N/A,,
ffa92346-143c-4077-b607-8356b5f0ec5e,,,Marrupa Sede,Marrupa Sede,Marrupa Sede,Marrupa Sede,Misc,N/A,,
f086cab7-253f-4823-b1b7-47cf3e017103,,,Massangena,Massangena,Massangena,Massangena,Misc,N/A,,
1d0f994e-3161-4976-8098-6494495a2cd2,,,Massinga,Massinga,Massinga,Massinga,Misc,N/A,,
be9e24a2-f69f-4257-8301-d569e28d69f9,,,Massingir District,Massingir District,Massingir,Massingir,Misc,N/A,,
d68a2457-8375-45f8-842d-4f2deb4bfe3e,,,Massungulo,Massungulo,Massungulo,Massungulo,Misc,N/A,,
5f2222b3-b143-4286-9889-4679dce838a2,,,Matchedje,Matchedje,Matchedje,Matchedje,Misc,N/A,,
4b8e01d2-999f-476b-b006-0102c949f124,,,Matondovelo,Matondovelo,Matondovelo,Matondovelo,Misc,N/A,,
f3bd6df9-98c8-4bbf-a14d-fd38f4de741a,,,Matutuíne,Matutuíne,Matutuíne,Matutuíne,Misc,N/A,,
bc7683c3-d243-48eb-b823-58a29645595c,,,Maua Sede,Maua Sede,Maua Sede,Maua Sede,Misc,N/A,,
020f7a83-4b51-4cb3-9c6b-650ec642c698,,,Mavago Sede,Mavago Sede,Mavago Sede,Mavago Sede,Misc,N/A,,
17eb442b-d131-4dc2-8d89-73842a8d1962,,,Maxixe,Maxixe,Maxixe,Maxixe,Misc,N/A,,
7fe0b7f1-b781-4e4c-b302-eefa5568b563,,,Meconta,Meconta,Meconta,Meconta,Misc,N/A,,
2c1b568d-b406-43c0-8588-6af87e27f9bb,,,Mecuburi,Mecuburi,Mecuburi,Mecuburi,Misc,N/A,,
ef489990-afbf-4191-aca2-39dc66203096,,,Mecufe,Mecufe,Mecufe,Mecufe,Misc,N/A,,
737c9e34-eff3-42a9-9f85-e36dd8ff1a11,,,Mecula Sede,Mecula Sede,Mecula Sede,Mecula Sede,Misc,N/A,,
88336e1a-2a1e-4807-b21f-4fe85f8a56b6,,,Mecula-Gomba,Mecula-Gomba,Mecula-Gomba,Mecula-Gomba,Misc,N/A,,
ff337c27-8cbe-442b-be99-de2f42691a12,,,Meluco,Meluco,Meluco,Meluco,Misc,N/A,,
adf74b3d-0565-4afc-8f57-d29ab2e09efc,,,Meluluca,Meluluca,Meluluca,Meluluca,Misc,N/A,,
53dc735a-19e8-4e42-b659-de45f4ef7dd3,,,Memba,Memba,Memba,Memba,Misc,N/A,,
48af85cb-c0f0-4a5e-8d95-2c42ef7c3ebc,,,Mepica,Mepica,Mepica,Mepica,Misc,N/A,,
30e384df-097e-4b7d-8649-3bc0e1dce08f,,,Meponda,Meponda,Meponda,Meponda,Misc,N/A,,
cfe98de7-e3f8-44a3-ac68-a49efd9e5fbf,,,Metangula,Metangula,Metangula,Metangula,Misc,N/A,,
f76ba922-958d-4f49-9030-87d7454d5369,,,Metarica Sede,Metarica Sede,Metarica Sede,Metarica Sede,Misc,N/A,,
9059e70d-32ff-4612-b149-a18a10c39ee8,,,Milange,Milange,Milange,Milange,Misc,N/A,,
f9036d96-8b8e-4edc-972b-9a98336941cf,,,Mitande,Mitande,Mitande,Mitande,Misc,N/A,,
4af63f8b-fcdc-4ef7-99a2-5058ebc2d9a9,,,Moamba,Moamba,Moamba,Moamba,Misc,N/A,,
249c4cc5-ac52-4cc1-ab10-0f2b0270fb54,,,Moatize,Moatize,Moatize,Moatize,Misc,N/A,,
4c6037eb-8f99-4551-a673-40af1b589c5c,,,Mocimboa De Praia,Mocimboa De Praia,Mocimboa De Praia,Mocimboa De Praia,Misc,N/A,,
61931c15-8380-45e0-a1d3-d245b38d9e21,,,Mocuba,Mocuba,Mocuba,Mocuba,Misc,N/A,,
67dbbfe2-656a-41fa-8691-6a1c8db3e8c3,,,Mogincual,Mogincual,Mogincual,Mogincual,Misc,N/A,,
9b868ed7-081b-4f2a-8d12-e3b8bfa41053,,,Mogovolas,Mogovolas,Mogovolas,Mogovolas,Misc,N/A,,
558844ad-9138-4eb4-ac03-ea8087092fec,,,Moma,Moma,Moma,Moma,Misc,N/A,,
f28767bd-8419-4d92-95d5-6b1ca1456553,,,Monapo,Monapo,Monapo,Monapo,Misc,N/A,,
33f5073a-ff19-4169-8313-3ef59eda5108,,,Montepuez,Montepuez,Montepuez,Montepuez,Misc,N/A,,
cba8cfbf-c121-499b-8275-a59d94448dc7,,,Mopeia,Mopeia,Mopeia,Mopeia,Misc,N/A,,
bf78517f-8fdc-470a-90d1-f4e291d0c64d,,,Morrumbala,Morrumbala,Morrumbala,Morrumbala,Misc,N/A,,
8ae26ae4-3d6e-41e2-a6ea-986f794f5cd3,,,Morrunbene,Morrunbene,Morrunbene,Morrunbene,Misc,N/A,,
a81ecfbe-c234-4d4c-a440-9fa9a9d5b5ae,,,Mossuril,Mossuril,Mossuril,Mossuril,Misc,N/A,,
a619cd0f-5d82-4df6-8959-b936b75e6e5c,,,Mossurize,Mossurize,Mossurize,Mossurize,Misc,N/A,,
e5a338e6-a47b-4ed7-8b7b-2b934691f35d,,,Msawize,Msawize,Msawize,Msawize,Misc,N/A,,
3fb50ae8-b6e8-43cf-b33f-3c1676e7e693,,,Muanza,Muanza,Muanza,Muanza,Misc,N/A,,
acc7f9e8-46ca-4ede-bbba-9c3162bc16c4,,,Muaquia,Muaquia,Muaquia,Muaquia,Misc,N/A,,
b4f904d5-60bc-44dc-a0e8-53ff994c7c96,,,Muecate District,Muecate District,Muecate,Muecate,Misc,N/A,,
9bd8c45a-017b-442b-b4de-b2cb5474a1e5,,,Mueda,Mueda,Mueda,Mueda,Misc,N/A,,
e7433c2a-b024-460a-80dc-fca67a2fd3f6,,,Muembe-Sede,Muembe-Sede,Muembe-Sede,Muembe-Sede,Misc,N/A,,
69c197ce-81ba-446b-b599-71fedb2bb818,,,Muidumbe,Muidumbe,Muidumbe,Muidumbe,Misc,N/A,,
d337a0bb-16d2-4dde-b271-61ffc1c82932,,,Multipite Muluco,Multipite Muluco,Multipite Muluco,Multipite Muluco,Misc,N/A,,
2350dbee-d814-417c-b6a9-e02953ae892c,,,Municipal De Katembe,Municipal De Katembe,Municipal De Katembe,Municipal De Katembe,Misc,N/A,,
d15de97a-4a8c-4f03-a53b-97f8c0e2d3c3,,,Municipal Kahlamankulo,Municipal Kahlamankulo,Municipal Kahlamankulo,Municipal Kahlamankulo,Misc,N/A,,
f8652826-6387-4ff9-a14b-febe99b0b34c,,,Municipal Kamavota,Municipal Kamavota,Municipal Kamavota,Municipal Kamavota,Misc,N/A,,
64d04764-e714-4ef1-b122-963296825cf4,,,Municipal Kamaxaquene,Municipal Kamaxaquene,Municipal Kamaxaquene,Municipal Kamaxaquene,Misc,N/A,,
0fb31158-990f-4e53-9a61-cf6ea2786155,,,Municipal Kamubukuane,Municipal Kamubukuane,Municipal Kamubukuane,Municipal Kamubukuane,Misc,N/A,,
5375f5ca-caa8-4362-bd45-262496c7fd17,,,Municipal Kanpfumo,Municipal Kanpfumo,Municipal Kanpfumo,Municipal Kanpfumo,Misc,N/A,,
a985e279-bbf4-415e-afa7-623dde3a0af7,,,Municipal Kanyaka,Municipal Kanyaka,Municipal Kanyaka,Municipal Kanyaka,Misc,N/A,,
1ef64271-2e61-4105-b870-c7a2b26151fe,,,Municipio,Municipio,Municipio,Municipio,Misc,N/A,,
12a9ae87-b328-4205-b279-01632331bd6e,,,Murrupula,Murrupula,Murrupula,Murrupula,Misc,N/A,,
c351f3bd-0bdd-4365-90f2-677dc1f719db,,,Mutarara,Mutarara,Mutarara,Mutarara,Misc,N/A,,
2084e709-523b-440c-a25e-04bfcb62820f,,,Nacala - a-Velha,Nacala - a-Velha,Nacala - a-Velha,Nacala - a-Velha,Misc,N/A,,
8836f15d-4010-4b75-8045-a7b2500d0008,,,Nacala-Porto,Nacala-Porto,Nacala-Porto,Nacala-Porto,Misc,N/A,,
07b96c0c-074c-4b5f-a797-cce275e7e8a8,,,Nacarõa,Nacarõa,Nacarõa,Nacarõa,Misc,N/A,,
b92f258b-7b98-4175-84b2-d015c8574ce7,,,Nacumua,Nacumua,Nacumua,Nacumua,Misc,N/A,,
00db23cd-12b3-4cfc-9a5a-ade4a79a2045,,,Nairubi,Nairubi,Nairubi,Nairubi,Misc,N/A,,
63c3417c-04d6-42f6-8379-dcfae9cb0a47,,,Namaacha,Namaacha,Namaacha,Namaacha,Misc,N/A,,
6d2980b1-18c3-438c-8337-3f182c03b855,,,Namacurra,Namacurra,Namacurra,Namacurra,Misc,N/A,,
ede4c605-f50d-4749-bb37-813cb602b328,,,Namarroi,Namarroi,Namarroi,Namarroi,Misc,N/A,,
7625a27e-3cb1-4b62-ac63-85b66fbaffe8,,,Namicunde,Namicunde,Namicunde,Namicunde,Misc,N/A,,
87793217-0cf7-4b53-ba28-0e2e2272bc2f,,,Nampula Rapale,Nampula Rapale,Nampula Rapale,Nampula Rapale,Misc,N/A,,
8c171efc-d7c2-4e07-9ddf-d769d9d00155,,,Namuno,Namuno,Namuno,Namuno,Misc,N/A,,
be3d18a3-86a5-4950-9f18-925962fd7d1a,,,Nangade,Nangade,Nangade,Nangade,Misc,N/A,,
a3461bed-b693-49b5-b308-bdbc52aff06d,,,Nhamantanda,Nhamantanda,Nhamantanda,Nhamantanda,Misc,N/A,,
3540c439-5015-4e12-8412-23c1c4c18273,,,Nicoadala District,Nicoadala District,Nicoadala,Nicoadala,Misc,N/A,,
b4751309-d4e6-4d1d-bb06-4a4328d66d1d,,,Nipepe Sede,Nipepe Sede,Nipepe Sede,Nipepe Sede,Misc,N/A,,
1a76e02d-a29a-4b77-91c6-3a92de3107f9,,,Nsaca,Nsaca,Nsaca,Nsaca,Misc,N/A,,
8befe6ef-2423-4777-87c4-9bebe654392c,,,Nungo Sede,Nungo Sede,Nungo Sede,Nungo Sede,Misc,N/A,,
88012ab2-60c2-4128-80ce-272d8d127fff,,,Palma,Palma,Palma,Palma,Misc,N/A,,
a217b2d7-c586-417a-aafb-6e98a5cec640,,,Panda,Panda,Panda,Panda,Misc,N/A,,
4a41892f-20ae-4f15-9f8b-885c3be7f897,,,Pebane,Pebane,Pebane,Pebane,Misc,N/A,,
235ee02a-0b76-4b82-bca8-0364841fe730,,,Pemba-Metuge,Pemba-Metuge,Pemba-Metuge,Pemba-Metuge,Misc,N/A,,
9fb7db08-1d4c-446e-94bd-f4160d03f0a3,,,Quissanga,Quissanga,Quissanga,Quissanga,Misc,N/A,,
9c20d912-f111-4544-bf84-1d4e58622407,,,Ribaue,Ribaue,Ribaue,Ribaue,Misc,N/A,,
7002c1a8-704a-45f3-9e78-db6fa5b26cce,,,Sussundenga,Sussundenga,Sussundenga,Sussundenga,Misc,N/A,,
62ff0c8c-6739-47f9-9aa7-5f3312097843,,,Tambara,Tambara,Tambara,Tambara,Misc,N/A,,
0301b247-5e17-4031-8f13-6a9f53bf590f,,,Tete,Tete,Tete,Tete,Misc,N/A,,
42b7f63f-70d5-4fd3-b5cf-bc171894063a,,,Tsangano,Tsangano,Tsangano,Tsangano,Misc,N/A,,
b7b677b7-470d-400e-85c8-183858ceffdb,,,Unango,Unango,Unango,Unango,Misc,N/A,,
f10e5c59-541d-460b-b2b3-b7a11438a992,,,Vilanculo,Vilanculo,Vilanculo,Vilanculo,Misc,N/A,,
12b6bf5b-843d-424a-9c64-7a50ddf26f95,,,Xai-Xai,Xai-Xai,Xai-Xai,Xai-Xai,Misc,N/A,,
077c6255-53e0-4f3f-8952-9d0405109be2,,,Zavala,Zavala,Zavala,Zavala,Misc,N/A,,
f18ed92b-c783-488d-9af0-e8e5215dd646,,,Zumbu,Zumbu,Zumbu,Zumbu,Misc,N/A,,
