uuid,Members,Answers,Fully specified name:en,Fully specified name:pt,Short name:en,Short name:pt,Description:en,Description:pt,Data class,Data type,Units,Normal high,Normal low,_version:1,_order:1002
b502e630-924f-11e9-bc42-526af7764f64,,,Apss_Psychosocial_factors_I_don_believe_ARV,Apss_Psychosocial_factors_I_don_believe_ARV,I don’t believe in ARV’s,Não acredita no TARV,,,Misc,N/A,,,,,
b502e798-924f-11e9-bc42-526af7764f64,,,Apss_Psychosocial_factors_It_lot_drugs,Apss_Psychosocial_factors_It_lot_drugs,It’s a lot of drugs,São muitos comprimidos,,,Misc,N/A,,,,,
b502eb12-924f-11e9-bc42-526af7764f64,,,Apss_Psychosocial_factors_Lack_of_family_support,Apss_Psychosocial_factors_Lack_of_family_support,Lack of family support,Falta de apoio familiar,,,Misc,N/A,,,,,
b502ec66-924f-11e9-bc42-526af7764f64,,,Apss_Psychosocial_factors_Lack_of_food,Apss_Psychosocial_factors_Lack_of_food,Lack of food,Falta de alimentação,,,Misc,N/A,,,,,
b502ed88-924f-11e9-bc42-526af7764f64,,,Apss_Psychosocial_factors_Lost_Forgot_Shared_drugs,Apss_Psychosocial_factors_Lost_Forgot_Shared_drugs,Lost/Forgot/Shared drugs,Perdeu/Esqueceu/Partilhou comprimidos,,,Misc,N/A,,,,,
b502eeb4-924f-11e9-bc42-526af7764f64,,,Apss_Psychosocial_factors_Signs_depression_anxiety,Apss_Psychosocial_factors_Signs_depression_anxiety,Signs of depression/anxiety,Sinais de depressão/ansiedade,,,Misc,N/A,,,,,
b502efd6-924f-11e9-bc42-526af7764f64,,,Apss_Psychosocial_factors_Stigma_Discrimination,Apss_Psychosocial_factors_Stigma_Discrimination,Stigma/Discrimination,Estigma/Discriminação,,,Misc,N/A,,,,,
b502f0f8-924f-11e9-bc42-526af7764f64,,,Apss_Psychosocial_factors_Toxicity_Fear_of_side_effects,Apss_Psychosocial_factors_Toxicity_Fear_of_side_effects,Toxicity/Fear of side effects,Toxicidade/Medo de efeitos secundários,,,Misc,N/A,,,,,
b502f21a-924f-11e9-bc42-526af7764f64,,,Apss_Psychosocial_factors_Transport_Issues,Apss_Psychosocial_factors_Transport_Issues,Transport Issues,Problemas de transporte,,,Misc,N/A,,,,,
b502f5a8-924f-11e9-bc42-526af7764f64,,,Apss_Psychosocial_factors_Other_add_field_specify,Apss_Psychosocial_factors_Other_add_field_specify,"Other, add a field to specify","Outro, com um espaço para especificar",,,Misc,N/A,,,,,
b502f6e8-924f-11e9-bc42-526af7764f64,,Apss_Psychosocial_factors_Alcohol_Drug_Abuse;Apss_Psychosocial_factors_Cultural_Religious_Traditional_Aspects;Apss_Psychosocial_factors_Denial_of_positive_result;Apss_Psychosocial_factors_Feels_better;Apss_Psychosocial_factors_Feels_too_sick_ill;Apss_Psychosocial_factors_Gender_Based_Violence;Apss_Psychosocial_factors_Hard_disclose_to_partner_family;Apss_Psychosocial_factors_I_don_believe_ARV;Apss_Psychosocial_factors_It_lot_drugs;Apss_Psychosocial_factors_Lack_of_family_support;Apss_Psychosocial_factors_Lack_of_food;Apss_Psychosocial_factors_Lost_Forgot_Shared_drugs;Apss_Psychosocial_factors_Signs_depression_anxiety;Apss_Psychosocial_factors_Stigma_Discrimination;Apss_Psychosocial_factors_Toxicity_Fear_of_side_effects;Apss_Psychosocial_factors_Transport_Issues;Apss_Psychosocial_factors_Other_add_field_specify;,Apss_Psychosocial_factors_Reasons,Apss_Psychosocial_factors_Reasons,Reasons,Motivos,,,Misc,Coded,,,,,
b502f832-924f-11e9-bc42-526af7764f64,,,Apss_Psychosocial_factors_Details,Apss_Psychosocial_factors_Details,Details,Detalhes,,,Misc,Text,,,,,
442a1c66-3a76-4f14-8c16-44736e355cdf,Apss_Disclosure_Diagnosis_results_child_adolescent;Apss_Pre_TARV_counselling;Apss_Pre_TARV_counselling_comments;Apss_Psychosocial_factors_Reasons;Apss_Psychosocial_factors_Details;,,Apss_Section_I,Apss_Section_I,Section I,Secção I,,,Misc,N/A,,,,,
b502f95e-924f-11e9-bc42-526af7764f64,,,Apss_Positive_prevention_Alcohol_other_Drugs_consumption_Yes,Apss_Positive_prevention_Alcohol_other_Drugs_consumption_Yes,Yes,Sim,,,Misc,N/A,,,,,
b502fa80-924f-11e9-bc42-526af7764f64,,,Apss_Positive_prevention_Alcohol_other_Drugs_consumption_No,Apss_Positive_prevention_Alcohol_other_Drugs_consumption_No,No,Não,,,Misc,N/A,,,,,
b502fba2-924f-11e9-bc42-526af7764f64,,Apss_Positive_prevention_Alcohol_other_Drugs_consumption_Yes;Apss_Positive_prevention_Alcohol_other_Drugs_consumption_No,Apss_Positive_prevention_Alcohol_other_Drugs_consumption,Apss_Positive_prevention_Alcohol_other_Drugs_consumption,Alcohol and other Drugs consumption,Consumo de álcool e outras drogas,,,Misc,Coded,,,,,
b502ff08-924f-11e9-bc42-526af7764f64,,,Apss_Positive_prevention_Disclosure_HIV_status_partner_encouragement_test_Yes,Apss_Positive_prevention_Disclosure_HIV_status_partner_encouragement_test_Yes,Yes,Sim,,,Misc,N/A,,,,,
b5030052-924f-11e9-bc42-526af7764f64,,,Apss_Positive_prevention_Disclosure_HIV_status_partner_encouragement_test_No,Apss_Positive_prevention_Disclosure_HIV_status_partner_encouragement_test_No,No,Não,,,Misc,N/A,,,,,
b5030188-924f-11e9-bc42-526af7764f64,,Apss_Positive_prevention_Disclosure_HIV_status_partner_encouragement_test_Yes;Apss_Positive_prevention_Disclosure_HIV_status_partner_encouragement_test_No,Apss_Positive_prevention_Disclosure_HIV_status_partner_encouragement_test,Apss_Positive_prevention_Disclosure_HIV_status_partner_encouragement_test,Disclosure of HIV status to partner and encouragement to test,Revelação do seroestado a parceiro/a e convite para testagem,,,Misc,Coded,,,,,
b50302aa-924f-11e9-bc42-526af7764f64,,,Apss_Positive_prevention_Family_Planning_Yes,Apss_Positive_prevention_Family_Planning_Yes,Yes,Sim,,,Misc,N/A,,,,,
b50303cc-924f-11e9-bc42-526af7764f64,,,Apss_Positive_prevention_Family_Planning_No,Apss_Positive_prevention_Family_Planning_No,No,Não,,,Misc,N/A,,,,,
b50304f8-924f-11e9-bc42-526af7764f64,,Apss_Positive_prevention_Family_Planning_Yes;Apss_Positive_prevention_Family_Planning_No,Apss_Positive_prevention_Family_Planning,Apss_Positive_prevention_Family_Planning,"Family Planning (FP; Pregnant-Safe Pregnancy, PMTCT)",Planeamento Familiar (PF; Grávida - Gravidez segura; PTV),,,Misc,Coded,,,,,
b50308cc-924f-11e9-bc42-526af7764f64,,,Apss_Positive_prevention_Need_community_support_Yes,Apss_Positive_prevention_Need_community_support_Yes,Yes,Sim,,,Misc,N/A,,,,,
b5030a2a-924f-11e9-bc42-526af7764f64,,,Apss_Positive_prevention_Need_community_support_No,Apss_Positive_prevention_Need_community_support_No,No,Não,,,Misc,N/A,,,,,
b5030b56-924f-11e9-bc42-526af7764f64,,Apss_Positive_prevention_Need_community_support_Yes;Apss_Positive_prevention_Need_community_support_No,Apss_Positive_prevention_Need_community_support,Apss_Positive_prevention_Need_community_support,Need of community support,Necessidade de apoio comunitário,,,Misc,Coded,,,,,
b5030c78-924f-11e9-bc42-526af7764f64,,,Apss_Positive_prevention_Sexual_behavior_Yes,Apss_Positive_prevention_Sexual_behavior_Yes,Yes,Sim,,,Misc,N/A,,,,,
b5030e1c-924f-11e9-bc42-526af7764f64,,,Apss_Positive_prevention_Sexual_behavior_No,Apss_Positive_prevention_Sexual_behavior_No,No,Não,,,Misc,N/A,,,,,
b5030f5c-924f-11e9-bc42-526af7764f64,,Apss_Positive_prevention_Sexual_behavior_Yes;Apss_Positive_prevention_Sexual_behavior_No,Apss_Positive_prevention_Sexual_behavior,Apss_Positive_prevention_Sexual_behavior,Sexual behavior – safe sex and provision of condoms,Comportamento sexual - sexo seguro e oferta de preservativos,,,Misc,Coded,,,,,
b503107e-924f-11e9-bc42-526af7764f64,,,Apss_Positive_prevention_Sexually_Transmitted_Infections_Yes,Apss_Positive_prevention_Sexually_Transmitted_Infections_Yes,Yes,Sim,,,Misc,N/A,,,,,
b50313d0-924f-11e9-bc42-526af7764f64,,,Apss_Positive_prevention_Sexually_Transmitted_Infections_No,Apss_Positive_prevention_Sexually_Transmitted_Infections_No,No,Não,,,Misc,N/A,,,,,
b5031506-924f-11e9-bc42-526af7764f64,,Apss_Positive_prevention_Sexually_Transmitted_Infections_Yes;Apss_Positive_prevention_Sexually_Transmitted_Infections_No,Apss_Positive_prevention_Sexually_Transmitted_Infections,Apss_Positive_prevention_Sexually_Transmitted_Infections,Sexually Transmitted Infections,Infecções de Transmissão sexual,,,Misc,Coded,,,,,
b503163c-924f-11e9-bc42-526af7764f64,,,Apss_Positive_prevention_importance_adherence_Yes,Apss_Positive_prevention_importance_adherence_Yes,Yes,Sim,,,Misc,N/A,,,,,
b503175e-924f-11e9-bc42-526af7764f64,,,Apss_Positive_prevention_importance_adherence_No,Apss_Positive_prevention_importance_adherence_No,No,Não,,,Misc,N/A,,,,,
b5031880-924f-11e9-bc42-526af7764f64,,Apss_Positive_prevention_importance_adherence_Yes;Apss_Positive_prevention_importance_adherence_No,Apss_Positive_prevention_importance_adherence,Apss_Positive_prevention_importance_adherence,The importance of adherence to Pre-TARV and TARV care,Importância da adesão aos cuidados Pré-TARV e TARV,,,Misc,Coded,,,,,
b5031bfa-924f-11e9-bc42-526af7764f64,Apss_Positive_prevention_Alcohol_other_Drugs_consumption;Apss_Positive_prevention_Disclosure_HIV_status_partner_encouragement_test;Apss_Positive_prevention_Family_Planning;Apss_Positive_prevention_Need_community_support;Apss_Positive_prevention_Sexual_behavior;Apss_Positive_prevention_Sexually_Transmitted_Infections;Apss_Positive_prevention_importance_adherence,,Apss_Positive_prevention,Apss_Positive_prevention,Positive Prevention,Prevenção Positiva,,,Misc,N/A,,,,,
b5031d44-924f-11e9-bc42-526af7764f64,,,Apss_Positive_prevention_Key_Population_Yes,Apss_Positive_prevention_Key_Population_Yes,Yes,Sim,,,Misc,N/A,,,,,
b5031e66-924f-11e9-bc42-526af7764f64,,,Apss_Positive_prevention_Key_Population_No,Apss_Positive_prevention_Key_Population_No,No,Não,,,Misc,N/A,,,,,
b5031f7e-924f-11e9-bc42-526af7764f64,,Apss_Positive_prevention_Key_Population_Yes;Apss_Positive_prevention_Key_Population_No,Apss_Positive_prevention_Key_Population,Apss_Positive_prevention_Key_Population,Key Population - provision of lubricants,População Chave - Oferta de Lubrificantes,,,Misc,Coded,,,,,
b50320a0-924f-11e9-bc42-526af7764f64,,,Apss_Adherence_follow_up_Has_informed_someone_Yes,Apss_Adherence_follow_up_Has_informed_someone_Yes,Yes,Sim,,,Misc,N/A,,,,,
b50321b8-924f-11e9-bc42-526af7764f64,,,Apss_Adherence_follow_up_Has_informed_someone_No,Apss_Adherence_follow_up_Has_informed_someone_No,No,Não,,,Misc,N/A,,,,,
b50322da-924f-11e9-bc42-526af7764f64,,Apss_Adherence_follow_up_Has_informed_someone_Yes;Apss_Adherence_follow_up_Has_informed_someone_No,Apss_Adherence_follow_up_Has_informed_someone,Apss_Adherence_follow_up_Has_informed_someone,Has informed someone about his/her HIV,Informou alguém sobre o seu seroestado,,,Misc,Coded,,,,,
b503262c-924f-11e9-bc42-526af7764f64,,,Apss_Adherence_follow_up_Has_informed_Full_Name,Apss_Adherence_follow_up_Has_informed_Full_Name,Full Name,Nome,,,Misc,Text,,,,,
b50327da-924f-11e9-bc42-526af7764f64,,,Apss_Adherence_follow_up_Has_informed_Relationship,Apss_Adherence_follow_up_Has_informed_Relationship,Relationship,Afinidade,,,Misc,Text,,,,,
b503291a-924f-11e9-bc42-526af7764f64,,,Apss_Adherence_follow_up_Who_administers_ARV_Yes,Apss_Adherence_follow_up_Who_administers_ARV_Yes,Yes,Sim,,,Misc,N/A,,,,,
b5032aa0-924f-11e9-bc42-526af7764f64,,,Apss_Adherence_follow_up_Who_administers_ARV_No,Apss_Adherence_follow_up_Who_administers_ARV_No,No,Não,,,Misc,N/A,,,,,
b5032cda-924f-11e9-bc42-526af7764f64,,Apss_Adherence_follow_up_Who_administers_ARV_Yes;Apss_Adherence_follow_up_Who_administers_ARV_No,Apss_Adherence_follow_up_Who_administers_ARV,Apss_Adherence_follow_up_Who_administers_ARV,Who administers the ARVs,Quem administra os ARVs,"Only if child, adolescent, aged or if has physical or mental disability","Se for criança, adolescente, idoso ou se tem deficiência física ou mental",Misc,Coded,,,,,
b5032e4c-924f-11e9-bc42-526af7764f64,,,Apss_Adherence_follow_up_Who_administers_Full_Name,Apss_Adherence_follow_up_Who_administers_Full_Name,Full Name,Nome completo,,,Misc,Text,,,,,
b503316c-924f-11e9-bc42-526af7764f64,,,Apss_Adherence_follow_up_Who_administers_Relationship,Apss_Adherence_follow_up_Who_administers_Relationship,Relationship,Parentesco,,,Misc,Text,,,,,
b50332fc-924f-11e9-bc42-526af7764f64,,,Apss_Adherence_follow_up_Adherence_Plan_Yes,Apss_Adherence_follow_up_Adherence_Plan_Yes,Yes,Sim,,,Misc,N/A,,,,,
b50336a8-924f-11e9-bc42-526af7764f64,,,Apss_Adherence_follow_up_Adherence_Plan_No,Apss_Adherence_follow_up_Adherence_Plan_No,No,Não,,,Misc,N/A,,,,,
b5033810-924f-11e9-bc42-526af7764f64,,Apss_Adherence_follow_up_Adherence_Plan_Yes;Apss_Adherence_follow_up_Adherence_Plan_No,Apss_Adherence_follow_up_Adherence_Plan,Apss_Adherence_follow_up_Adherence_Plan,Adherence Plan,Plano de adesão,"Timetable, Dosage, Forgetting dosage, Travel","horário, Dose, esquecimento da dose, Viagem",Misc,Coded,,,,,
b5033946-924f-11e9-bc42-526af7764f64,,,Apss_Adherence_follow_up_Side_Effects_Yes,Apss_Adherence_follow_up_Side_Effects_Yes,Yes,Sim,,,Misc,N/A,,,,,
b5033a72-924f-11e9-bc42-526af7764f64,,,Apss_Adherence_follow_up_Side_Effects_No,Apss_Adherence_follow_up_Side_Effects_No,No,Não,,,Misc,N/A,,,,,
b5033b9e-924f-11e9-bc42-526af7764f64,,Apss_Adherence_follow_up_Side_Effects_Yes;Apss_Adherence_follow_up_Side_Effects_No,Apss_Adherence_follow_up_Side_Effects,Apss_Adherence_follow_up_Side_Effects,Side Effects,Efeitos secundários,What can happen; how to manage side effects,o que pode ocorrer; como manejar efeitos secundários,Misc,Coded,,,,,
b5033f18-924f-11e9-bc42-526af7764f64,,,Apss_Adherence_follow_up_Adherence_TARV_Good,Apss_Adherence_follow_up_Adherence_TARV_Good,Good,Boa,,,Misc,N/A,,,,,
b503404e-924f-11e9-bc42-526af7764f64,,,Apss_Adherence_follow_up_Adherence_TARV_Risky,Apss_Adherence_follow_up_Adherence_TARV_Risky,Risky,Risco,,,Misc,N/A,,,,,
b503417a-924f-11e9-bc42-526af7764f64,,,Apss_Adherence_follow_up_Adherence_TARV_Bad,Apss_Adherence_follow_up_Adherence_TARV_Bad,Bad,Má,,,Misc,N/A,,,,,
b503429c-924f-11e9-bc42-526af7764f64,,Apss_Adherence_follow_up_Adherence_TARV_Good;Apss_Adherence_follow_up_Adherence_TARV_Risky;Apss_Adherence_follow_up_Adherence_TARV_Bad,Apss_Adherence_follow_up_Adherence_TARV,Apss_Adherence_follow_up_Adherence_TARV,Adherence of TARV,Adesão ao TARV,,,Misc,Coded,,,,,
b503440e-924f-11e9-bc42-526af7764f64,Apss_Adherence_follow_up_Has_informed_someone;Apss_Adherence_follow_up_Has_informed_Full_Name;Apss_Adherence_follow_up_Has_informed_Relationship;Apss_Adherence_follow_up_Who_administers_ARV;Apss_Adherence_follow_up_Who_administers_Full_Name;Apss_Adherence_follow_up_Who_administers_Relationship;Apss_Adherence_follow_up_Adherence_Plan;Apss_Adherence_follow_up_Side_Effects;Apss_Adherence_follow_up_Adherence_TARV,,Apss_Adherence_follow_up,Apss_Adherence_follow_up,Adherence follow-up,Seguimento de adesão (após o início do TARV),,,Misc,N/A,,,,,
029e35fc-9331-4c98-bd4e-cd42c6366143,,,Apss_Reason_For_The_Visit,Apss_Reason_For_The_Visit,Reason for the Visit,Motivo da Consulta,,,Misc,Text,,,,,
8f429c26-b416-4b05-b98b-6db015a065b3,Apss_Positive_prevention;Apss_Positive_prevention_Key_Population;Apss_Adherence_follow_up;Apss_Reason_For_The_Visit;,,Apss_Section_II,Apss_Section_II,Section II,Secção II,,,Misc,N/A,,,,,
b5034558-924f-11e9-bc42-526af7764f64,,,Apss_Support_Groups_Start,Apss_Support_Groups_Start,Start,Início,,,Misc,N/A,,,,,
b50348be-924f-11e9-bc42-526af7764f64,,,Apss_Support_Groups_In_Progress,Apss_Support_Groups_In_Progress,In Progress,Em Curso,,,Misc,N/A,,,,,
b5034a12-924f-11e9-bc42-526af7764f64,,,Apss_Support_Groups_End,Apss_Support_Groups_End,End,Fim,,,Misc,N/A,,,,,
b5034b3e-924f-11e9-bc42-526af7764f64,,Apss_Support_Groups_Start;Apss_Support_Groups_In_Progress;Apss_Support_Groups_End,Apss_Support_Groups_Disclosed_Children,Apss_Support_Groups_Disclosed_Children,Disclosed Children,Crianças Reveladas,,,Misc,Coded,,,,,
b5034c60-924f-11e9-bc42-526af7764f64,,Apss_Support_Groups_Start;Apss_Support_Groups_In_Progress;Apss_Support_Groups_End,Apss_Support_Groups_Parents_Caregivers,Apss_Support_Groups_Parents_Caregivers,Parents and Caregivers,Pais e cuidadores,,,Misc,Coded,,,,,
b5034d82-924f-11e9-bc42-526af7764f64,,Apss_Support_Groups_Start;Apss_Support_Groups_In_Progress;Apss_Support_Groups_End,Apss_Support_Groups_Disclosed_Adolescents,Apss_Support_Groups_Disclosed_Adolescents,Disclosed Adolescents,Adolescentes reveladas/os,,,Misc,Coded,,,,,
b5034ea4-924f-11e9-bc42-526af7764f64,,Apss_Support_Groups_Start;Apss_Support_Groups_In_Progress;Apss_Support_Groups_End,Apss_Support_Groups_Mother_Mother,Apss_Support_Groups_Mother_Mother,Mother to Mother,Mãe para Mãe,,,Misc,Coded,,,,,
b5034fc6-924f-11e9-bc42-526af7764f64,,Apss_Support_Groups_Start;Apss_Support_Groups_In_Progress;Apss_Support_Groups_End,Apss_Support_Groups_Other,Apss_Support_Groups_Other,Other,Outro,,,Misc,Coded,,,,,
b503537c-924f-11e9-bc42-526af7764f64,,,Apss_Support_Groups_Specify_group,Apss_Support_Groups_Specify_group,Specify group,Especifique,,,Misc,Text,,,,,
b50354bc-924f-11e9-bc42-526af7764f64,Apss_Support_Groups_Disclosed_Children;Apss_Support_Groups_Parents_Caregivers;Apss_Support_Groups_Disclosed_Adolescents;Apss_Support_Groups_Mother_Mother;Apss_Support_Groups_Other;Apss_Support_Groups_Specify_group,,Apss_Support_Groups,Apss_Support_Groups,Support Groups,Grupos de apoio,,,Misc,N/A,,,,,
b5035c50-924f-11e9-bc42-526af7764f64,,,Apss_Differentiated_Models_Start,Apss_Differentiated_Models_Start,Start,Início,,,Misc,N/A,,,,,
b5035dd6-924f-11e9-bc42-526af7764f64,,,Apss_Differentiated_Models_In_Progress,Apss_Differentiated_Models_In_Progress,In Progress,Em Curso,,,Misc,N/A,,,,,
b5035f02-924f-11e9-bc42-526af7764f64,,,Apss_Differentiated_Models_End,Apss_Differentiated_Models_End,End,Fim,,,Misc,N/A,,,,,
b503602e-924f-11e9-bc42-526af7764f64,,Apss_Differentiated_Models_Start;Apss_Differentiated_Models_In_Progress;Apss_Differentiated_Models_End,Apss_Differentiated_Models_GAAC,Apss_Differentiated_Models_GAAC,GAAC,GAAC,,,Misc,Coded,,,,,
b50362cc-924f-11e9-bc42-526af7764f64,,Apss_Differentiated_Models_Start;Apss_Differentiated_Models_In_Progress;Apss_Differentiated_Models_End,Apss_Differentiated_Models_Family_Approach,Apss_Differentiated_Models_Family_Approach,Family Approach,Abordagem Familiar,,,Misc,Coded,,,,,
b5036420-924f-11e9-bc42-526af7764f64,,Apss_Differentiated_Models_Start;Apss_Differentiated_Models_In_Progress;Apss_Differentiated_Models_End,Apss_Differentiated_Models_Adherence_Clubs,Apss_Differentiated_Models_Adherence_Clubs,Adherence Clubs,Clubes de adesão,,,Misc,Coded,,,,,
b50365b0-924f-11e9-bc42-526af7764f64,,Apss_Differentiated_Models_Start;Apss_Differentiated_Models_In_Progress;Apss_Differentiated_Models_End,Apss_Differentiated_Models_One_Stop,Apss_Differentiated_Models_One_Stop,One Stop,Paragem Única,,,Misc,Coded,,,,,
b50366fa-924f-11e9-bc42-526af7764f64,,Apss_Differentiated_Models_Start;Apss_Differentiated_Models_In_Progress;Apss_Differentiated_Models_End,Apss_Differentiated_Models_Fast_flow,Apss_Differentiated_Models_Fast_flow,Fast flow,Fluxo Rápido,,,Misc,Coded,,,,,
b50369ca-924f-11e9-bc42-526af7764f64,,Apss_Differentiated_Models_Start;Apss_Differentiated_Models_In_Progress;Apss_Differentiated_Models_End,Apss_Differentiated_Models_Quarterly_dispensary,Apss_Differentiated_Models_Quarterly_dispensary,Quarterly dispensary,Dispensa Trimestral,,,Misc,Coded,,,,,
b5036b00-924f-11e9-bc42-526af7764f64,,Apss_Differentiated_Models_Start;Apss_Differentiated_Models_In_Progress;Apss_Differentiated_Models_End,Apss_Differentiated_Models_Community_Dispensary,Apss_Differentiated_Models_Community_Dispensary,Community Dispensary,Dispensa Comunitária,,,Misc,Coded,,,,,
b5036c22-924f-11e9-bc42-526af7764f64,,Apss_Differentiated_Models_Start;Apss_Differentiated_Models_In_Progress;Apss_Differentiated_Models_End,Apss_Differentiated_Models_Other,Apss_Differentiated_Models_Other,Other,Outro,,,Misc,Coded,,,,,
b5036d44-924f-11e9-bc42-526af7764f64,,,Apss_Differentiated_Models_Specify Model,Apss_Differentiated_Models_Specify Model,Specify Model,Modelo,,,Misc,Text,,,,,
b5036e66-924f-11e9-bc42-526af7764f64,Apss_Differentiated_Models_GAAC;Apss_Differentiated_Models_Family_Approach;Apss_Differentiated_Models_Adherence_Clubs;Apss_Differentiated_Models_One_Stop;Apss_Differentiated_Models_Fast_flow;Apss_Differentiated_Models_Quarterly_dispensary;Apss_Differentiated_Models_Community_Dispensary;Apss_Differentiated_Models_Other;Apss_Differentiated_Models_Specify Model,,Apss_Differentiated_Models,Apss_Differentiated_Models,Differentiated Models (DSD),Modelos Diferenciados (MDS),,,Misc,N/A,,,,,
07365cce-34b0-4c54-92b5-4c3d73250d25,Apss_Support_Groups;Apss_Differentiated_Models;,,Apss_Section_III,Apss_Section_III,Section III,Secção III,,,Misc,N/A,,,,,
b50371c2-924f-11e9-bc42-526af7764f64,,,Apss_Prepared_start_ARV_treatment_Yes,Apss_Prepared_start_ARV_treatment_Yes,Yes,Sim,,,Misc,N/A,,,,,
b5037302-924f-11e9-bc42-526af7764f64,,,Apss_Prepared_start_ARV_treatment_No,Apss_Prepared_start_ARV_treatment_No,No,Não,,,Misc,N/A,,,,,
b503742e-924f-11e9-bc42-526af7764f64,,Apss_Prepared_start_ARV_treatment_Yes;Apss_Prepared_start_ARV_treatment_No,Apss_Prepared_start_ARV_treatment,Apss_Prepared_start_ARV_treatment,Prepared to start ARV treatment,Preparado para iniciar o TARV,,,Misc,Coded,,,,,
