Mocambique,Zambezia,Ile,Mulevala,Muhua,,,,,,,,,
Mocambique,Zambezia,Ile,Mulevala,Namigonha,,,,,,,,,
Mocambique,Zambezia,Ile,Mulevala,Micalane,,,,,,,,,
Mocambique,Zambezia,Ile,Mulevala,Ruge,,,,,,,,,
Mocambique,Zambezia,Ile,Mulevala,Tebo,,,,,,,,,
Mocambique,Zambezia,Ile,Mulevala,Mbauane,,,,,,,,,
Mocambique,Zambezia,Ile,Mulevala,Socone,,,,,,,,,
Mocambique,Zambezia,Ile,Mulevala,Curruane,,,,,,,,,
Mocambique,Zambezia,Ile,Mulevala,Chiraco,,,,,,,,,
Mocambique,Zambezia,Inhassunge,Inhassunge-Sede,Mucupia-Sede,,,,,,,,,
Mocambique,Zambezia,Inhassunge,Inhassunge-Sede,Chirimane,,,,,,,,,
Mocambique,Zambezia,Inhassunge,Inhassunge-Sede,Ilova,,,,,,,,,
Mocambique,Zambezia,Inhassunge,Gonhane,Gonhane Sede,,,,,,,,,
Mocambique,Zambezia,Lugela,Lugela Sede,Iaba,,,,,,,,,
Mocambique,Zambezia,Lugela,Lugela Sede,Puthine,,,,,,,,,
Mocambique,Zambezia,Lugela,Lugela Sede,Nagobo,,,,,,,,,
Mocambique,Zambezia,Lugela,Lugela Sede,Vila De Lugela,,,,,,,,,
Mocambique,Zambezia,Lugela,Tacuane,Mabu,,,,,,,,,
Mocambique,Zambezia,Lugela,Tacuane,Tacuane,,,,,,,,,
Mocambique,Zambezia,Lugela,Munhamade,Mulide,,,,,,,,,
Mocambique,Zambezia,Lugela,Munhamade,Alto Lugela,,,,,,,,,
Mocambique,Zambezia,Lugela,Munhamade,Cuba,,,,,,,,,
Mocambique,Zambezia,Lugela,Munhamade,Tenede,,,,,,,,,
Mocambique,Zambezia,Lugela,Munhamade,Munhamade,,,,,,,,,
Mocambique,Zambezia,Lugela,Muabanama,Muabanama,,,,,,,,,
Mocambique,Zambezia,Lugela,Muabanama,Comone,,,,,,,,,
Mocambique,Zambezia,Lugela,Muabanama,Mpemula,,,,,,,,,
Mocambique,Zambezia,Maganja  Da Costa,M.  Da Costa Sede,Bala,,,,,,,,,
Mocambique,Zambezia,Maganja  Da Costa,M.  Da Costa Sede,Caburi,,,,,,,,,
Mocambique,Zambezia,Maganja  Da Costa,M.  Da Costa Sede,Cariua,,,,,,,,,
Mocambique,Zambezia,Maganja  Da Costa,M.  Da Costa Sede,Maganja Da Costa Vila,,,,,,,,,
Mocambique,Zambezia,Maganja  Da Costa,Bajone,Missal,,,,,,,,,
Mocambique,Zambezia,Maganja  Da Costa,Bajone,Nacuda,,,,,,,,,
Mocambique,Zambezia,Maganja  Da Costa,Bajone,Naico,,,,,,,,,
Mocambique,Zambezia,Maganja  Da Costa,Mocubela Sede,Maneia,,,,,,,,,
Mocambique,Zambezia,Maganja  Da Costa,Mocubela Sede,Muzu,,,,,,,,,
Mocambique,Zambezia,Maganja  Da Costa,Mocubela Sede,Mocubela Sede,,,,,,,,,
Mocambique,Zambezia,Maganja  Da Costa,Nante,Nomiua,,,,,,,,,
Mocambique,Zambezia,Maganja  Da Costa,Nante,Alto Mutola,,,,,,,,,
Mocambique,Zambezia,Maganja  Da Costa,Nante,Muoloa,,,,,,,,,
Mocambique,Zambezia,Maganja  Da Costa,Nante,Nante-Sede,,,,,,,,,
Mocambique,Zambezia,Milange,Milange Sede,Chitambo,,,,,,,,,
Mocambique,Zambezia,Milange,Milange Sede,Milange Sede,,,,,,,,,
Mocambique,Zambezia,Milange,Milange Sede,Tengua,,,,,,,,,
Mocambique,Zambezia,Milange,Milange Sede,Vila De Milange,,,,,,,,,
Mocambique,Zambezia,Milange,Milange Sede,Corromana,,,,,,,,,
Mocambique,Zambezia,Milange,Milange Sede,Vulalo,,,,,,,,,
Mocambique,Zambezia,Milange,Milange Sede,Liciro,,,,,,,,,
Mocambique,Zambezia,Milange,Majaua,Majaua,,,,,,,,,
Mocambique,Zambezia,Milange,Majaua,Dachudua,,,,,,,,,
Mocambique,Zambezia,Milange,Majaua,Zalimba,,,,,,,,,
Mocambique,Zambezia,Milange,Molumbo,Nangoma,,,,,,,,,
Mocambique,Zambezia,Milange,Molumbo,Molumbo,,,,,,,,,
Mocambique,Zambezia,Milange,Molumbo,Capitao Mor,,,,,,,,,
Mocambique,Zambezia,Milange,Mongue,Mongue Sede,,,,,,,,,
Mocambique,Zambezia,Milange,Mongue,Sabelua,,,,,,,,,
Mocambique,Zambezia,Milange,Mongue,Dulanha,,,,,,,,,
Mocambique,Zambezia,Mocuba,Mocuba Sede,Munhiba,,,,,,,,,
Mocambique,Zambezia,Mocuba,Mocuba Sede,Cidade Mocuba,,,,,,,,,
Mocambique,Zambezia,Mocuba,Mocuba Sede,Mocuba Sede,,,,,,,,,
Mocambique,Zambezia,Mocuba,Mugeba,Mugeba Sede,,,,,,,,,
Mocambique,Zambezia,Mocuba,Mugeba,Nigula,,,,,,,,,
Mocambique,Zambezia,Mocuba,Mugeba,Muaquiua,,,,,,,,,
Mocambique,Zambezia,Mocuba,Namanjavira,Namanjavira,,,,,,,,,
Mocambique,Zambezia,Mocuba,Namanjavira,Alto Benfica,,,,,,,,,
Mocambique,Zambezia,Mocuba,Namanjavira,Chimbua,,,,,,,,,
Mocambique,Zambezia,Mopeia,Mopeia Sede,Chimuara,,,,,,,,,
Mocambique,Zambezia,Mopeia,Mopeia Sede,Nzanza,,,,,,,,,
Mocambique,Zambezia,Mopeia,Mopeia Sede,Rovuma,,,,,,,,,
Mocambique,Zambezia,Mopeia,Mopeia Sede,Mopeia Sede,,,,,,,,,
Mocambique,Zambezia,Mopeia,Campo,Mungane,,,,,,,,,
Mocambique,Zambezia,Mopeia,Campo,Sede Campo,,,,,,,,,
Mocambique,Zambezia,Mopeia,Campo,Lua-Lua,,,,,,,,,
Mocambique,Zambezia,Mopeia,Campo,Catal,,,,,,,,,
Mocambique,Zambezia,Morrumbala,Morrumbala,Boroma,,,,,,,,,
Mocambique,Zambezia,Morrumbala,Morrumbala,Morrumbala Sede,,,,,,,,,
Mocambique,Zambezia,Morrumbala,Morrumbala,Vila De Morrumbala,,,,,,,,,
Mocambique,Zambezia,Morrumbala,Morrumbala Sede,Mandiua,,,,,,,,,
Mocambique,Zambezia,Morrumbala,Morrumbala Sede,Mepenha,,,,,,,,,
Mocambique,Zambezia,Morrumbala,Morrumbala Sede,Sabe,,,,,,,,,
Mocambique,Zambezia,Morrumbala,Chire,Chire,,,,,,,,,
Mocambique,Zambezia,Morrumbala,Chire,Gorro,,,,,,,,,
Mocambique,Zambezia,Morrumbala,Chire,Chilomo,,,,,,,,,
Mocambique,Zambezia,Morrumbala,Chire,Alfazema,,,,,,,,,
Mocambique,Zambezia,Morrumbala,Derre,Derre-Sede,,,,,,,,,
Mocambique,Zambezia,Morrumbala,Derre,Guerissa,,,,,,,,,
Mocambique,Zambezia,Morrumbala,Megaza,Megaza Sede,,,,,,,,,
Mocambique,Zambezia,Morrumbala,Megaza,Pinda,,,,,,,,,
Mocambique,Zambezia,Namacurra,Namacurra Sede,Muibele,,,,,,,,,
Mocambique,Zambezia,Namacurra,Namacurra Sede,Vila Namacurra,,,,,,,,,
Mocambique,Zambezia,Namacurra,Namacurra Sede,Mutange,,,,,,,,,
Mocambique,Zambezia,Namacurra,Namacurra Sede,Pida,,,,,,,,,
Mocambique,Zambezia,Namacurra,Namacurra Sede,Namacurra Sede,,,,,,,,,
Mocambique,Zambezia,Namacurra,Namacurra Sede,Malei,,,,,,,,,
Mocambique,Zambezia,Namacurra,Macuse,Macuse Sede,,,,,,,,,
Mocambique,Zambezia,Namacurra,Macuse,Mexixine,,,,,,,,,
Mocambique,Zambezia,Namacurra,Macuse,Mbaua,,,,,,,,,
Mocambique,Zambezia,Namacurra,Macuse,Furquia,,,,,,,,,
Mocambique,Zambezia,Namarroi,Namarroi Sede,Vila De Namarroi,,,,,,,,,
Mocambique,Zambezia,Namarroi,Namarroi Sede,Mudine,,,,,,,,,
Mocambique,Zambezia,Namarroi,Namarroi Sede,Marrere,,,,,,,,,
Mocambique,Zambezia,Namarroi,Namarroi Sede,Sede Witxe,,,,,,,,,
Mocambique,Zambezia,Namarroi,Namarroi Sede,Muemue,,,,,,,,,
Mocambique,Zambezia,Namarroi,Namarroi Sede,Lipali,,,,,,,,,
Mocambique,Zambezia,Namarroi,Namarroi Sede,Marea,,,,,,,,,
Mocambique,Zambezia,Namarroi,Regone,Regone,,,,,,,,,
Mocambique,Zambezia,Namarroi,Regone,Mutatala,,,,,,,,,
Mocambique,Zambezia,Nicoadala,Nicoadala Sede,Nicoadala,,,,,,,,,
Mocambique,Zambezia,Nicoadala,Nicoadala Sede,Munhonha,,,,,,,,,
Mocambique,Zambezia,Nicoadala,Maquival,Namacata,,,,,,,,,
Mocambique,Zambezia,Nicoadala,Maquival,Madal,,,,,,,,,
Mocambique,Zambezia,Nicoadala,Maquival,Nangoela,,,,,,,,,
Mocambique,Zambezia,Nicoadala,Maquival,Marrongane,,,,,,,,,
Mocambique,Zambezia,Nicoadala,Maquival,Nhafuba,,,,,,,,,
Mocambique,Zambezia,Nicoadala,Maquival,Maquival,,,,,,,,,
Mocambique,Zambezia,Pebane,Pebane Sede,Nicadine,,,,,,,,,
Mocambique,Zambezia,Pebane,Pebane Sede,Alto Maganha,,,,,,,,,
Mocambique,Zambezia,Pebane,Pebane Sede,Mulela Sede,,,,,,,,,
Mocambique,Zambezia,Pebane,Pebane Sede,Vila De Pebane,,,,,,,,,
Mocambique,Zambezia,Pebane,Pebane Sede,Quichanga,,,,,,,,,
Mocambique,Zambezia,Pebane,Pebane Sede,Impaca,,,,,,,,,
Mocambique,Zambezia,Pebane,Pebane Sede,Magiga,,,,,,,,,
Mocambique,Zambezia,Pebane,Mulela,Mucocoro,,,,,,,,,
Mocambique,Zambezia,Pebane,Mulela,Namanla,,,,,,,,,
Mocambique,Zambezia,Pebane,Mulela,Malema,,,,,,,,,
Mocambique,Zambezia,Pebane,Naburi,Naburi -Sede,,,,,,,,,
Mocambique,Zambezia,Pebane,Naburi,Mihecue,,,,,,,,,
Mocambique,Zambezia,Pebane,Naburi,Namahipe,,,,,,,,,
Mocambique,Zambezia,Pebane,Naburi,Tomeia,,,,,,,,,
Mocambique,Zambezia,Pebane,Naburi,Txavane,,,,,,,,,
Mocambique,Zambezia,Cidade De Quelimane,Posto Administrativo Municipal No 2,Janeiro,,,,,,,,,
Mocambique,Zambezia,Cidade De Quelimane,Posto Administrativo Municipal No 2,Sangariveira,,,,,,,,,
Mocambique,Zambezia,Cidade De Quelimane,Posto Administrativo Municipal No 2,Icidua,,,,,,,,,
Mocambique,Zambezia,Cidade De Quelimane,Posto Administrativo Municipal No 3,1o De Maio,,,,,,,,,
Mocambique,Zambezia,Cidade De Quelimane,Posto Administrativo Municipal No 3,Coalane,,,,,,,,,
Mocambique,Zambezia,Cidade De Quelimane,Posto Administrativo Municipal No 3,Cololo,,,,,,,,,
Mocambique,Zambezia,Cidade De Quelimane,Posto Administrativo Municipal No 4,Manhaua,,,,,,,,,
Mocambique,Zambezia,Cidade De Quelimane,Posto Administrativo Municipal No 4,B. Floresta,,,,,,,,,
Mocambique,Zambezia,Cidade De Quelimane,Posto Administrativo Municipal No 4,17 De Setembro,,,,,,,,,
Mocambique,Zambezia,Cidade De Quelimane,Posto Administrativo Municipal No 4,Micajune,,,,,,,,,
Mocambique,Zambezia,Cidade De Quelimane,Posto Administrativo Municipal No 5,Namuinho,,,,,,,,,
Mocambique,Zambezia,Cidade De Quelimane,Posto Administrativo Municipal No 5,Gogone,,,,,,,,,
Mocambique,Zambezia,Cidade De Quelimane,Posto Administrativo Municipal No 5,Murropue,,,,,,,,,
Mocambique,Manica,Cidade De Chimoio,Cidade De Chimoio,Urbano No1,,,,,,,,,
Mocambique,Manica,Cidade De Chimoio,Cidade De Chimoio,Urbana No2,,,,,,,,,
Mocambique,Manica,Cidade De Chimoio,Cidade De Chimoio,Urbano No3,,,,,,,,,
Mocambique,Manica,Barue,Choa,Nhauroa,,,,,,,,,
Mocambique,Manica,Barue,Choa,Choa Sede,,,,,,,,,
Mocambique,Manica,Barue,Nhampassa,Nhassacara,,,,,,,,,
Mocambique,Manica,Barue,Nhampassa,Chuala,,,,,,,,,
Mocambique,Manica,Barue,Nhampassa,Nhampassa-Sede,,,,,,,,,
Mocambique,Manica,Barue,Vila De Catandica,Catandica,,,,,,,,,
Mocambique,Manica,Barue,Vila De Catandica,Chuala,,,,,,,,,
Mocambique,Manica,Gondola,Inchope,Inchope Sede,,,,,,,,,
Mocambique,Manica,Gondola,Inchope,Doeroi,,,,,,,,,
Mocambique,Manica,Gondola,Inchope,Muda Serra��o,,,,,,,,,
Mocambique,Manica,Gondola,Amatongas,Pindanganga,,,,,,,,,
Mocambique,Manica,Gondola,Amatongas,Amatongas,,,,,,,,,
Mocambique,Manica,Gondola,Amatongas,Nhambonda,,,,,,,,,
Mocambique,Manica,Gondola,Cafumpe,Mutocoma,,,,,,,,,
Mocambique,Manica,Gondola,Cafumpe,Cafumpe-Sede,,,,,,,,,
Mocambique,Manica,Gondola,Cafumpe,Mudima,,,,,,,,,
Mocambique,Manica,Gondola,Zembe,Zembe-Sede,,,,,,,,,
Mocambique,Manica,Gondola,Zembe,Boa Vista,,,,,,,,,
Mocambique,Manica,Gondola,Zembe,Trangapasso,,,,,,,,,
Mocambique,Manica,Gondola,Matsinho,Matsinho Sede,,,,,,,,,
Mocambique,Manica,Gondola,Matsinho,Chicacaule,,,,,,,,,
Mocambique,Manica,Gondola,Macate,Maconha,,,,,,,,,
Mocambique,Manica,Gondola,Macate,Macate-Sede,,,,,,,,,
Mocambique,Manica,Gondola,Macate,Chiremera,,,,,,,,,
Mocambique,Manica,Gondola,Macate,Chissassa,,,,,,,,,
Mocambique,Manica,Gondola,Macate,Marera,,,,,,,,,
Mocambique,Manica,Gondola,Gondola,Gondola-Sede,,,,,,,,,
Mocambique,Manica,Guro,Guro - Sede,Sanga,,,,,,,,,
Mocambique,Manica,Guro,Mungari,Chivuli,,,,,,,,,
Mocambique,Manica,Guro,Mungari,Bamba,,,,,,,,,
Mocambique,Manica,Guro,Nhamassonge,Thanda,,,,,,,,,
Mocambique,Manica,Guro,Nhamassonge,Nhacaduzoduzo,,,,,,,,,
Mocambique,Manica,Guro,Mandie,Demaufe,,,,,,,,,
Mocambique,Manica,Guro,Nhacatale,Nhacatale,,,,,,,,,
Mocambique,Manica,Machaze,Chitobe,Chipudje,,,,,,,,,
Mocambique,Manica,Machaze,Chitobe,Mutefu,,,,,,,,,
Mocambique,Manica,Machaze,Chitobe,Bassane,,,,,,,,,
Mocambique,Manica,Machaze,Chitobe,Chipopopo,,,,,,,,,
Mocambique,Manica,Machaze,Chitobe,Chitobe,,,,,,,,,
Mocambique,Manica,Machaze,Save,Mazwissanga,,,,,,,,,
Mocambique,Manica,Machaze,Save,Urima,,,,,,,,,
Mocambique,Manica,Machaze,Save,Mavende,,,,,,,,,
Mocambique,Manica,Machaze,Save,Sambassoca,,,,,,,,,
Mocambique,Manica,Macossa,Macossa-Sede,Mussangadze,,,,,,,,,
Mocambique,Manica,Macossa,Macossa-Sede,Macossa-Sede,,,,,,,,,
Mocambique,Manica,Macossa,Nhamagua,Nhamagua,,,,,,,,,
Mocambique,Manica,Macossa,Nhamagua,Dunda,,,,,,,,,
Mocambique,Manica,Macossa,Nguawala,Nguawala-Sede,,,,,,,,,
Mocambique,Manica,Macossa,Nguawala,Nhacassoro,,,,,,,,,
Mocambique,Manica,Macossa,Nguawala,Massenguere,,,,,,,,,
Mocambique,Manica,Manica,Machipanda,Machipanda-Sede,,,,,,,,,
Mocambique,Manica,Manica,Machipanda,Muzongo,,,,,,,,,
Mocambique,Manica,Manica,Machipanda,Maridza,,,,,,,,,
Mocambique,Manica,Manica,Mavonde,Mavonde-Sede,,,,,,,,,
Mocambique,Manica,Manica,Mavonde,Chitunga,,,,,,,,,
Mocambique,Manica,Manica,Messica,Bandula,,,,,,,,,
Mocambique,Manica,Manica,Messica,Messica Sede,,,,,,,,,
Mocambique,Manica,Manica,Messica,Nhaucaca,,,,,,,,,
Mocambique,Manica,Manica,Messica,Chinhabuzi,,,,,,,,,
Mocambique,Manica,Manica,Vanduzi,Chigodole,,,,,,,,,
Mocambique,Manica,Manica,Vanduzi,Pungue-Sul,,,,,,,,,
Mocambique,Manica,Manica,Vanduzi,Vanduzi-Sede,,,,,,,,,
Mocambique,Manica,Manica,Manica,Manica-Sede,,,,,,,,,
Mocambique,Manica,Mossurize,Espungabera,Espungabera-Sede,,,,,,,,,
Mocambique,Manica,Mossurize,Espungabera,Dibi,,,,,,,,,
Mocambique,Manica,Mossurize,Chiurairue,Macuvo,,,,,,,,,
Mocambique,Manica,Mossurize,Chiurairue,Mave,,,,,,,,,
Mocambique,Manica,Mossurize,Chiurairue,Chiurairue,,,,,,,,,
Mocambique,Manica,Mossurize,Dacata,Mupengo,,,,,,,,,
Mocambique,Manica,Mossurize,Dacata,Matengane,,,,,,,,,
Mocambique,Manica,Mossurize,Dacata,Dacata,,,,,,,,,
Mocambique,Manica,Mossurize,Chicuecuete,Chicuecuete,,,,,,,,,
Mocambique,Manica,Sussundenga,Sussundenga-Sede,Munhinga,,,,,,,,,
Mocambique,Manica,Sussundenga,Sussundenga-Sede,Nhaurombe,,,,,,,,,
Mocambique,Manica,Sussundenga,Sussundenga-Sede,Sussundenga-Sede,,,,,,,,,
Mocambique,Manica,Sussundenga,Sussundenga-Sede,Matica,,,,,,,,,
Mocambique,Manica,Sussundenga,Dombe,Mabaia,,,,,,,,,
Mocambique,Manica,Sussundenga,Dombe,Matarara,,,,,,,,,
Mocambique,Manica,Sussundenga,Dombe,Muoco,,,,,,,,,
Mocambique,Manica,Sussundenga,Dombe,Javera,,,,,,,,,
Mocambique,Manica,Sussundenga,Dombe,Darue,,,,,,,,,
Mocambique,Manica,Sussundenga,Muoha,Mupandeia,,,,,,,,,
Mocambique,Manica,Sussundenga,Muoha,Muoha-Sede,,,,,,,,,
Mocambique,Manica,Sussundenga,Rotanda,Rotanda-Sede,,,,,,,,,
Mocambique,Manica,Sussundenga,Rotanda,Tsetsera,,,,,,,,,
Mocambique,Manica,Tambara,Nhacolo,Nhacolo,,,,,,,,,
Mocambique,Manica,Tambara,Nhacolo,Sabeta,,,,,,,,,
Mocambique,Manica,Tambara,Nhacolo,Casado,,,,,,,,,
Mocambique,Manica,Tambara,Nhacafula,Nhacalapho,,,,,,,,,
Mocambique,Manica,Tambara,Nhacafula,Nhacafula-Sede,,,,,,,,,
Mocambique,Manica,Tambara,Buzua,Buzua-Sede,,,,,,,,,
Mocambique,Manica,Tambara,Buzua,Miteme,,,,,,,,,
Mocambique,Manica,Tambara,Buzua,Malimanau,,,,,,,,,
Mocambique,Sofala,Marromeu,Malingapansi,Cuma,,,,,,,,,
Mocambique,Sofala,Beira,Central,Chipangara,,,,,,,,,
Mocambique,Sofala,Beira,Central,Chaimite,,,,,,,,,
Mocambique,Sofala,Beira,Central,Macurungo,,,,,,,,,
Mocambique,Sofala,Beira,Central,Matacuane,,,,,,,,,
Mocambique,Sofala,Beira,Central,Pioneiros,,,,,,,,,
Mocambique,Sofala,Beira,Central,Ponta Gea,,,,,,,,,
Mocambique,Sofala,Beira,Central,Macuti,,,,,,,,,
Mocambique,Sofala,Beira,Central,Esturro,,,,,,,,,
Mocambique,Sofala,Beira,Munhava,Mananga,,,,,,,,,
Mocambique,Sofala,Beira,Munhava,Vaz,,,,,,,,,
Mocambique,Sofala,Beira,Munhava,Maraza,,,,,,,,,
Mocambique,Sofala,Beira,Munhava,Chota,,,,,,,,,
Mocambique,Sofala,Beira,Munhava,Munhava Central,,,,,,,,,
Mocambique,Sofala,Beira,Inhamizua,Chingussura,,,,,,,,,
Mocambique,Sofala,Beira,Inhamizua,Ceramica,,,,,,,,,
Mocambique,Sofala,Beira,Inhamizua,Inhamizua,,,,,,,,,
Mocambique,Sofala,Beira,Inhamizua,Chamba,,,,,,,,,
Mocambique,Sofala,Beira,Inhamizua,Vila Massane,,,,,,,,,
Mocambique,Sofala,Beira,Inhamizua,Nhaconjo,,,,,,,,,
Mocambique,Sofala,Beira,Inhamizua,Alto Da Manga,,,,,,,,,
Mocambique,Sofala,Beira,Inhamizua,Matadouro,,,,,,,,,
Mocambique,Sofala,Beira,Manga Loforte,Muavi,,,,,,,,,
Mocambique,Sofala,Beira,Manga Loforte,Mungassa,,,,,,,,,
Mocambique,Sofala,Beira,Manga Loforte,Ndunda,,,,,,,,,
Mocambique,Sofala,Beira,Manga Loforte,Manga Loforte,,,,,,,,,
Mocambique,Sofala,Beira,Nhangau,Tchonja,,,,,,,,,
Mocambique,Sofala,Beira,Nhangau,Nhangau-Sede,,,,,,,,,
Mocambique,Sofala,Buzi,Buzi-Sede,Buzi-Sede,,,,,,,,,
Mocambique,Sofala,Buzi,Buzi-Sede,Vila De Buzi,,,,,,,,,
Mocambique,Sofala,Buzi,Buzi-Sede,B?Ndua,,,,,,,,,
Mocambique,Sofala,Buzi,Buzi-Sede,Gruja,,,,,,,,,
Mocambique,Sofala,Buzi,Estequinha,Estequinha-Sede,,,,,,,,,
Mocambique,Sofala,Buzi,Estequinha,Chissinguana,,,,,,,,,
Mocambique,Sofala,Buzi,Sofala,Sofala-Sede,,,,,,,,,
Mocambique,Sofala,Buzi,Sofala,Ampara,,,,,,,,,
Mocambique,Sofala,Caia,Caia-Sede,Caia-Sede,,,,,,,,,
Mocambique,Sofala,Caia,Caia-Sede,Vila De Caia,,,,,,,,,
Mocambique,Sofala,Caia,Murra�a,Murra?A,,,,,,,,,
Mocambique,Sofala,Caia,Murra�a,Murra?A-Sede,,,,,,,,,
Mocambique,Sofala,Caia,Sena,Sena -Sede,,,,,,,,,
Mocambique,Sofala,Chemba,Chemba-Sede,Chemba-Sede,,,,,,,,,
Mocambique,Sofala,Chemba,Chiramba,Catulane,,,,,,,,,
